nombre|carrera|plan|materia|periodo_dictado|nombre_materia|obligatoria|anio_de_cursada|
Ingeniería de Sistemas|206|2011|1075|1º cuatrimestre|Algoritmos en Hardware: Lógica Programable y otras opciones VLSI|N|4|
Ingeniería de Sistemas|206|2011|1076|1º cuatrimestre|Diseño de Interfaces|N|4|
Ingeniería de Sistemas|206|2011|1077|1º cuatrimestre|Herramientas de Desarrollo de Aplicaciones en Internet: Comercio Electrónico y Computación Móvil|N|4|
Ingeniería de Sistemas|206|2011|1078|1º cuatrimestre|Introduction to Multi-Agent Systems|N|4|
Ingeniería de Sistemas|206|2011|1079|1º cuatrimestre|Object-Oriented Enterprise and Application Frameworks|N|4|
Ingeniería de Sistemas|206|2011|1080|1º cuatrimestre|Frameworks Orientados a Objetos|N|4|
Ingeniería de Sistemas|206|2011|1081|1º cuatrimestre|Enfoques Reflexivos para Agentes, Aspectos y Patrones de Diseño|N|4|
Ingeniería de Sistemas|206|2011|1082|1º cuatrimestre|Tópicos Avanzados en Comunicación de Datos|N|4|
Ingeniería de Sistemas|206|2011|1083|1º cuatrimestre|Introducción al Data Mining, su Aplicación a la Empresa|N|4|
Ingeniería de Sistemas|206|2011|1084|1º cuatrimestre|Organización e Informatización de Proyectos|N|4|
Ingeniería de Sistemas|206|2011|1085|1º cuatrimestre|Aprendizaje Simbólico de Máquina|N|4|
Ingeniería de Sistemas|206|2011|1086|2° cuatrimestre|Cuadro de Mando Integral|N|4|
Ingeniería de Sistemas|206|2011|1087|1º cuatrimestre|Diseño de Controladores en Lógica Difusa|N|4|
Ingeniería de Sistemas|206|2011|1088|1º cuatrimestre|Software Design Methods: UML in Action|N|4|
Ingeniería de Sistemas|206|2011|1089|1º cuatrimestre|Herramientas para el Desarrollo de Aplicaciones en Internet: Comercio Electrónico y  Computación Móvil|N|4|
Ingeniería de Sistemas|206|2011|1090|2° cuatrimestre|Taller de Sistemas Multi-Agentes|N|4|
Ingeniería de Sistemas|206|2011|1091|1º cuatrimestre|Enfoques Reflexivos|N|4|
Ingeniería de Sistemas|206|2011|1092|1º cuatrimestre|ALU en Microprocesadores. Implementación CLD, FSM y FPGA|N|4|
Ingeniería de Sistemas|206|2011|1093|1º cuatrimestre|Desarrollo de Software con UML|N|4|
Ingeniería de Sistemas|206|2011|1094|1º cuatrimestre|Taller de Linux: Programación de Drivers en RTL|N|4|
Ingeniería de Sistemas|206|2011|1095|1º cuatrimestre|Técnicas de Lógica Difusa en Control Automático|N|4|
Ingeniería de Sistemas|206|2011|1096|1º cuatrimestre|Agentes Inteligentes en Internet|N|4|
Ingeniería de Sistemas|206|2011|1097|1º cuatrimestre|Integridad en Bases de Datos|N|4|
Ingeniería de Sistemas|206|2011|1098|1º cuatrimestre|Ingeniería de Requisitos|N|4|
Ingeniería de Sistemas|206|2011|1099|1º cuatrimestre|Tópicos Avanzados en Data Mining|N|4|
Ingeniería de Sistemas|206|2011|1100|1º cuatrimestre|Metodologías para Desarrollo de Agentes  |N|4|
Ingeniería de Sistemas|206|2011|1101|1º cuatrimestre|Taller de UML|N|4|
Ingeniería de Sistemas|206|2011|1102|1º cuatrimestre|Procesamiento de Imágenes II|N|4|
Ingeniería de Sistemas|206|2011|1103|1º cuatrimestre|Sistemas de Información y Control de Marketing|N|4|
Ingeniería de Sistemas|206|2011|1104|1º cuatrimestre|Tecnología Avanzada para el Desarrollo de Aplicaciones Distribuidas|N|4|
Ingeniería de Sistemas|206|2011|1105|1º cuatrimestre|Métodos Relacionales para la Especificación de Software|N|4|
Ingeniería de Sistemas|206|2011|1106|1º cuatrimestre|Introducción al Uso de  VHDL en FPGAs: Entorno de Diseño ISE|N|4|
Ingeniería de Sistemas|206|2011|1107|1º cuatrimestre|Modelado e Integración de Empresas: Principios y Aplicaciones|N|4|
Ingeniería de Sistemas|206|2011|1108|1º cuatrimestre|Sistemas de Tiempo Real|N|4|
Ingeniería de Sistemas|206|2011|1109|1º cuatrimestre|Introducción al Model Checking|N|4|
Ingeniería de Sistemas|206|2011|1110|1º cuatrimestre|Ingeniería de Software de Aplicaciones Web|N|4|
Ingeniería de Sistemas|206|2011|1111|1º cuatrimestre|Decisiones Financieras|N|4|
Ingeniería de Sistemas|206|2011|1112|1º cuatrimestre|Evaluación de Proyectos Informáticos|N|4|
Ingeniería de Sistemas|206|2011|1113|2° cuatrimestre|Introducción a la Gestión del Conocimiento|N|4|
Ingeniería de Sistemas|206|2011|1114|1º cuatrimestre|Introducción a la Teoría y Aplicaciones de Redes Neuronales Artificiales|N|4|
Ingeniería de Sistemas|206|2011|1115|1º cuatrimestre|Análisis y Recuperación de Información|N|4|
Ingeniería de Sistemas|206|2011|1116|1º cuatrimestre|Sistemas de Administración de Recursos Humanos|N|4|
Ingeniería de Sistemas|206|2011|1117|1º cuatrimestre|Performance and Scalability of E-Commerce Systems|N|4|
Ingeniería de Sistemas|206|2011|1118|1º cuatrimestre|Microcontroladores|N|4|
Ingeniería de Sistemas|206|2011|1119|1º cuatrimestre|Agentes Personales|N|4|
Ingeniería de Sistemas|206|2011|1120|1º cuatrimestre|Programación de Hardware: VHDL en FPGAs|N|4|
Ingeniería de Sistemas|206|2011|1121|1º cuatrimestre|Descubrimiento de Conocimiento en Base de Datos|N|4|
Ingeniería de Sistemas|206|2011|1122|1º cuatrimestre|Proyectos Informáticos|N|4|
Ingeniería de Sistemas|206|2011|1123|1º cuatrimestre|Introducción a la Robótica Basada en Comportamientos|N|4|
Ingeniería de Sistemas|206|2011|1124|1º cuatrimestre|Introduction to Answer Set Programming |N|4|
Ingeniería de Sistemas|206|2011|1125|1º cuatrimestre|Visualización Computacional de Datos I|N|4|
Ingeniería de Sistemas|206|2011|1126|1º cuatrimestre|Visualización Computacional de Datos II|N|4|
Ingeniería de Sistemas|206|2011|1127|1º cuatrimestre|Fundamentos Matemáticos de la Visión 3D en Robótica|N|4|
Ingeniería de Sistemas|206|2011|1128|1º cuatrimestre|Desarrollo de Software Orientado a Aspectos|N|4|
Ingeniería de Sistemas|206|2011|1129|2° cuatrimestre|Métodos Agiles para el Desarrollo de Software|N|4|
Ingeniería de Sistemas|206|2011|1130|1º cuatrimestre|Software Libre - Código Abierto|N|4|
Ingeniería de Sistemas|206|2011|1131|1º cuatrimestre|Métodos Numéricos|N|4|
Ingeniería de Sistemas|206|2011|1132|1º cuatrimestre|Synthesis of Arithmetic Circuits: FPGA,  ASIC and Embedded Systems|N|4|
Ingeniería de Sistemas|206|2011|1133|1º cuatrimestre|Advance Topics Software Architecture|N|4|
Ingeniería de Sistemas|206|2011|1134|1º cuatrimestre|Interacción Digital entre Aplicaciones|N|4|
Ingeniería de Sistemas|206|2011|1135|1º cuatrimestre|Introducción a las Wavelets|N|4|
Ingeniería de Sistemas|206|2011|1136|1º cuatrimestre|Métodos Formales Livianos|N|4|
Ingeniería de Sistemas|206|2011|1137|1º cuatrimestre|Programming Mobile Device: An Introduction|N|4|
Ingeniería de Sistemas|206|2011|1138|1º cuatrimestre|Introducción a Grid Computing|N|4|
Ingeniería de Sistemas|206|2011|1139|1º cuatrimestre|Current Best Practices in Software Architecture|N|4|
Ingeniería de Sistemas|206|2011|1140|1º cuatrimestre|Introducción a las Redes Neuronales y la Neuro - Programación Dinámica|N|4|
Ingeniería de Sistemas|206|2011|1141|1º cuatrimestre|Bioinformática: Conceptos Básicos y Metodología|N|4|
Ingeniería de Sistemas|206|2011|1142|1º cuatrimestre|Teledetección Satelital Cuantitativa|N|4|
Ingeniería de Sistemas|206|2011|1143|1º cuatrimestre|Visualización Computacional I|N|4|
Ingeniería de Sistemas|206|2011|1144|1º cuatrimestre|Visualización Computacional II|N|4|
Ingeniería de Sistemas|206|2011|1145|1º cuatrimestre|Arquitectura de Software Dirigida por Modelos|N|4|
Ingeniería de Sistemas|206|2011|1146|1º cuatrimestre|Introducción a Human-Computer Interaction|N|4|
Ingeniería de Sistemas|206|2011|1147|1º cuatrimestre|Técnicas y Herramientas para Modelos del Negocio|N|4|
Ingeniería de Sistemas|206|2011|1148|2° cuatrimestre|Taller de Ingeniería de Software|N|4|
Ingeniería de Sistemas|206|2011|1149|1º cuatrimestre|Lenguajes de Especificación de Hardware: VHDL para principiantes|N|4|
Ingeniería de Sistemas|206|2011|1150|1º cuatrimestre|Modelos y Simulación para la Gestión Organizacional|N|4|
Ingeniería de Sistemas|206|2011|1151|1º cuatrimestre|Diseño con Lógica Programable: FPGAs, Herramientas EDA y VHDL|N|4|
Ingeniería de Sistemas|206|2011|1152|1º cuatrimestre|Introducción a los Algorítmos de Planning|N|4|
Ingeniería de Sistemas|206|2011|1153|1º cuatrimestre|Ingeniería del Conocimiento|N|4|
Ingeniería de Sistemas|206|2011|1154|1º cuatrimestre|Fundamentos de Knowledge Management|N|4|
Ingeniería de Sistemas|206|2011|1155|1º cuatrimestre|Introducción a Evolución de Sistemas de Software|N|4|
Ingeniería de Sistemas|206|2011|1156|1º cuatrimestre|Taller en Informática de Gestión - Herramientas para la decisión y la acción|N|4|
Ingeniería de Sistemas|206|2011|1157|1º cuatrimestre|Taller de Tiempo Real para Control Robótico|N|4|
Ingeniería de Sistemas|206|2011|1158|1º cuatrimestre|Técnicas Avanzadas de Diseño de Sistemas Digitales|N|4|
Ingeniería de Sistemas|206|2011|1159|2° cuatrimestre|Computación Orientada a Servicios|N|4|
Ingeniería de Sistemas|206|2011|1160|1º cuatrimestre|Sistemas de Recomendación de Información|N|4|
Ingeniería de Sistemas|206|2011|1161|1º cuatrimestre|Taller de Programación Orientada a Objetos en Java|N|4|
Ingeniería de Sistemas|206|2011|1162|1º cuatrimestre|Taller de Sistemas de Información Geográfica|N|4|
Ingeniería de Sistemas|206|2011|1163|1º cuatrimestre|Síntesis de Circuitos Aritméticos, FPGA, ASIC, Sistemas Embebidos|N|4|
Ingeniería de Sistemas|206|2011|1164|2° cuatrimestre|Seguridad de Sistemas Informáticos|N|4|
Ingeniería de Sistemas|206|2011|1165|2° cuatrimestre|Taller de Informática de Gestión II - Conocimiento en Acción|N|4|
Ingeniería de Sistemas|206|2011|1166|1º cuatrimestre|Aprendizaje Colaborativo Soportado por Computadoras|N|4|
Ingeniería de Sistemas|206|2011|1167|1º cuatrimestre|Introducción a Computación Evolutiva|N|4|
Ingeniería de Sistemas|206|2011|1168|1º cuatrimestre|Model Checking|N|4|
Ingeniería de Sistemas|206|2011|1169|1º cuatrimestre|Teledetección: Fundamentos y su aplicación en Sistemas de Información Geográfica (SIG)|N|4|
Ingeniería de Sistemas|206|2011|1170|2° cuatrimestre|Diseño de Interacción Centrado en el Usuario|N|4|
Ingeniería de Sistemas|206|2011|1171|1º cuatrimestre|Gestión del Conocimiento|N|4|
Ingeniería de Sistemas|206|2011|1172|2° cuatrimestre|Introducción a los Algorítmos de Planeamiento|N|4|
Ingeniería de Sistemas|206|2011|1173|1º cuatrimestre|Introducción a la Navegación Autónoma de Robots|N|4|
Ingeniería de Sistemas|206|2011|1174|2° cuatrimestre|Taller de Microcontroladores|N|4|
Ingeniería de Sistemas|206|2011|1175|1º cuatrimestre|Organización, Integridad e Informatización|N|4|
Ingeniería de Sistemas|206|2011|1176|1º cuatrimestre|Descubrimiento de Conocimiento a partir de Datos|N|4|
Ingeniería de Sistemas|206|2011|1177|1° cuatrimestre|Informática Médica|N|4|
Ingeniería de Sistemas|206|2011|1178|2° cuatrimestre|Inteligencia de Negocios|N|4|
Ingeniería de Sistemas|206|2011|1179|2° cuatrimestre|Introducción a la Programación de Dispositivos Móviles|N|4|
Ingeniería de Sistemas|206|2011|1180|1º cuatrimestre|Modelado de Datos en el Mundo Real: Teoría vs. Práctica|N|4|
Ingeniería de Sistemas|206|2011|1181|1º cuatrimestre|Técnicas de Ingeniería Inversa en el Contexto de Arquitecturas de Software Dirigidas por Modelos|N|4|
Ingeniería de Sistemas|206|2011|1182|1º cuatrimestre|Trabajo Colaborativo soportado por Computadora|N|4|
Ingeniería de Sistemas|206|2011|1183|1º cuatrimestre|Computación Paralela y Distribuída|N|4|
Ingeniería de Sistemas|206|2011|1184|1º cuatrimestre|Introducción a la Optimización de Restricciones Distribuída|N|4|
Ingeniería de Sistemas|206|2011|1185|1º cuatrimestre|Minería de Redes Sociales|N|4|
Ingeniería de Sistemas|206|2011|1186|1º cuatrimestre|Organización y  Gestión de Empresas|N|4|
Ingeniería de Sistemas|206|2011|1187|1º cuatrimestre|Tópicos de Matemática Computacional|N|4|
Ingeniería de Sistemas|206|2011|1188|1° cuatrimestre|Organización Empresarial|S|4|
Ingeniería de Sistemas|206|2011|1189|2° cuatrimestre|Fundamentos de Economía y Proyectos de Inversión |S|4|
Ingeniería de Sistemas|206|2011|1190|1° cuatrimestre|Legislación y Gestión Ambiental |S|5|
Ingeniería de Sistemas|206|2011|1191|2° cuatrimestre|Introducción al GPU Computing|N|4|
Ingeniería de Sistemas|206|2011|1192|1º cuatrimestre|Sistemas de Interfaz Natural|N|4|
Ingeniería de Sistemas|206|2011|1193|1º cuatrimestre|Sistemas de Información Geográfica Open Source|N|4|
Ingeniería de Sistemas|206|2011|1194|1º cuatrimestre|Minería de Redes Sociales II, Análisis de Redes Sociales Dinámicas|N|4|
Ingeniería de Sistemas|206|2011|1195|1º cuatrimestre|Redes de Sensores|N|4|
Ingeniería de Sistemas|206|2011|1196|2° cuatrimestre|Fundamentos de Navegación Autónoma de Robots|N|4|
Ingeniería de Sistemas|206|2011|1197|1º cuatrimestre|Métodos de Desarrollo Centrados en Arquitecturas de Software|N|4|
Ingeniería de Sistemas|206|2011|1198|1º cuatrimestre|Minería de Datos WEB|N|4|
Ingeniería de Sistemas|206|2011|1203|1° cuatrimestre|Minería de Datos para Descubrir Modelos Causales|N|4|
Ingeniería de Sistemas|206|2011|1204|2° cuatrimestre|Estrategias para Mejorar la Separación de Concerns|N|4|
Ingeniería de Sistemas|206|2011|1206|1º cuatrimestre|Tecnologías de la Información en Salud|N|4|
Ingeniería de Sistemas|206|2011|1209|1º cuatrimestre|Negocios con Base Tecnológica|N|4|
Ingeniería de Sistemas|206|2011|1210|2° cuatrimestre|Control de Procesos en Tiempo-Real|N|4|
Ingeniería de Sistemas|206|2011|1211|1º cuatrimestre|Taller de Programación de Videojuegos|N|4|
Ingeniería de Sistemas|206|2011|1212|1º cuatrimestre|Desarrollo de Software Dirigido por Modelos|N|4|
Ingeniería de Sistemas|206|2011|1213|1º cuatrimestre|Aceleración Hardware de Algorítmos|N|4|
Ingeniería de Sistemas|206|2011|1214|2° cuatrimestre|Cooperativismo y Economía Social y Solidaria|N|4|
Ingeniería de Sistemas|206|2011|1215|1º cuatrimestre|Introducción a la Simulación de Sistemas Dinámicos|N|4|
Ingeniería de Sistemas|206|2011|1216|2° cuatrimestre|Taller de Imágenes Médicas|N|4|
Ingeniería de Sistemas|206|2011|1217|1º cuatrimestre|Redes Sociales Basadas en Localización|N|4|
Ingeniería de Sistemas|206|2011|1218|1º cuatrimestre|Informática Industrial |N|4|
Ingeniería de Sistemas|206|2011|1219|2° cuatrimestre|Arquitecturas para Computación en la Nube|N|4|
Ingeniería de Sistemas|206|2011|1220|1º cuatrimestre|Cooperativismo y Economía Social y Solidaria RCA 026/2015|N|4|
Ingeniería de Sistemas|206|2011|1221|1º cuatrimestre|Minería de Datos para Descubrir Modelos Causales RCA 026/2015|N|4|
Ingeniería de Sistemas|206|2011|1224|1° cuatrimestre|Informática Industrial RCA 026/2015|N|4|
Ingeniería de Sistemas|206|2011|1225|1º cuatrimestre|Derecho Informático|N|4|
Ingeniería de Sistemas|206|2011|1227|1º cuatrimestre|Taller de Trabajo Colaborativo|N|4|
Ingeniería de Sistemas|206|2011|1228|1º cuatrimestre|Desarrollo de Software Dirigido por Modelos RCA  157/2015|N|4|
Ingeniería de Sistemas|206|2011|1230|1º cuatrimestre|Taller de Desarrollo Web|N|4|
Ingeniería de Sistemas|206|2011|1231|1° cuatrimestre|Sistemas de Personalización|N|4|
Ingeniería de Sistemas|206|2011|1232|2° cuatrimestre|Minería de Datos con R|N|4|
Ingeniería de Sistemas|206|2011|1233|1° cuatrimestre|Científicos de Datos|N|4|
Ingeniería de Sistemas|206|2011|1234|1° cuatrimestre|Introducción a la Actuación en Informática Judicial|N|4|
Ingeniería de Sistemas|206|2011|1236|2° cuatrimestre|Taller de Trabajo Colaborativo (RCA 198/2016)|N|4|
Ingeniería de Sistemas|206|2011|1237|2° cuatrimestre|Derecho Informático RCA 198/2016|N|4|
Ingeniería de Sistemas|206|2011|1240|1° cuatrimestre|Taller de Programación JAVA|N|4|
Ingeniería de Sistemas|206|2011|1241|1° cuatrimestre|Arquitecturas para Big Data|N|4|
Ingeniería de Sistemas|206|2011|1242|1° cuatrimestre|Formulación de Proyectos y Planes Estratégicos|N|4|
Ingeniería de Sistemas|206|2011|1243|2° cuatrimestre|Herramientas para la Creación de Emprendimientos Tecnológicos|N|4|
Ingeniería de Sistemas|206|2011|1244|2° cuatrimestre|Sistemas de Recomendación|N|4|
Ingeniería de Sistemas|206|2011|1245|1° cuatrimestre|Autonomía e Inteligencia Artificial|N|4|
Ingeniería de Sistemas|206|2011|1246|1° cuatrimestre|Científicos de Datos|N|4|
Ingeniería de Sistemas|206|2011|1254|1° cuatrimestre|Técnicas de Arquitectura de Software|N|4|
Ingeniería de Sistemas|206|2011|1255|1° cuatrimestre|Introducción a los Fundamentos de las Criptomonedas|N|4|
Ingeniería de Sistemas|206|2011|1256|1° cuatrimestre|Taller de Programación de Blockchain|N|4|
Ingeniería de Sistemas|206|2011|1257|1° cuatrimestre|Minería de Datos WEB RCA 030/2018|N|4|
Ingeniería de Sistemas|206|2011|1258|1° cuatrimestre|Inteligencia Artificial RCA 030/2018|N|4|
Ingeniería de Sistemas|206|2011|1259|1° cuatrimestre|Introducción a la Computación Evolutiva|N|4|
Ingeniería de Sistemas|206|2011|1260||Teoría de la Relatividad|N||
Ingeniería de Sistemas|206|2011|1261|2° cuatrimestre|Introducción a las Redes Neuronales y Aprendizaje Profundo|N|4|
Ingeniería de Sistemas|206|2011|1262|1° cuatrimestre|Introducción a los Sistemas Embebidos|N|4|
Ingeniería de Sistemas|206|2011|1263|2° cuatrimestre|Introducción al Procesamiento Digital de Señales Aplicado al Audio Digital|N|4|
Ingeniería de Sistemas|206|2011|1264|2° cuatrimestre|Sistemas Embebidos en Lógica Programable|N|4|
Ingeniería de Sistemas|206|2011|1265|2° cuatrimestre|Sistemas Embebidos: Internet de las cosas|N|4|
Ingeniería de Sistemas|206|2011|1266|2° cuatrimestre|Taller de Operaciones de Desarrollo|N|4|
Ingeniería de Sistemas|206|2011|1267|2° cuatrimestre|Sistemas de Recomendación RCA 184/2018|N|4|
Ingeniería de Sistemas|206|2011|1268|2° cuatrimestre|Taller de Microcontroladores RCA 184/2018|N|4|
Ingeniería de Sistemas|206|2011|1269|2° cuatrimestre|Introducción a los Algorítmos de Planeamiento RCA 184/2018|N|4|
Ingeniería de Sistemas|206|2011|1270|2° cuatrimestre|Estrategias para Mejorar la Separación de Concerns|N|4|
Ingeniería de Sistemas|206|2011|1276|2° cuatrimestre|Desarrollos de Chatbots|N|4|
Ingeniería de Sistemas|206|2011|1284||Aseguramiento de Calidad de Software|N||
Ingeniería de Sistemas|206|2011|1285|1° cuatrimestre|Inteligencia de Negocios y Ciudades Inteligentes|N|4|
Ingeniería de Sistemas|206|2011|1286|1° cuatrimestre|Agentes Inteligentes Personales|N|4|
Ingeniería de Sistemas|206|2011|1287|2° cuatrimestre|Introducción a la Computación Evolutiva RCA 043/2019|N|4|
Ingeniería de Sistemas|206|2011|1291||Financial Engineering|N||
Ingeniería de Sistemas|206|2011|1292||Management Simulation|N||
Ingeniería de Sistemas|206|2011|1293||Data Mining|N||
Ingeniería de Sistemas|206|2011|1294||Software Engineering|N||
Ingeniería de Sistemas|206|2011|1295||Test|N||
Ingeniería de Sistemas|206|2011|1296||Big Data|N||
Ingeniería de Sistemas|206|2011|1297||Remedial English of Professional Language|N||
Ingeniería de Sistemas|206|2011|1298||Stress Management|N||
Ingeniería de Sistemas|206|2011|1299||The Engineer and Design|N||
Ingeniería de Sistemas|206|2011|1300|2° cuatrimestre|Control de Procesos en Ambientes Abiertos de Desarrollo|N|4|
Ingeniería de Sistemas|206|2011|1301|2° cuatrimestre|Taller de Métodos Agiles|N|4|
Ingeniería de Sistemas|206|2011|1302|2° cuatrimestre|Tecnologías Disruptivas de la Industria 4.0|N|4|
Ingeniería de Sistemas|206|2011|1303|2° cuatrimestre|Taller de Python y Aplicaciones|N|4|
Ingeniería de Sistemas|206|2011|1304|2° cuatrimestre|Cuadro de Mando Integral|N|4|
Ingeniería de Sistemas|206|2011|1305|1° cuatrimestre|Sistemas de Recomendación|N|4|
Ingeniería de Sistemas|206|2011|1308||Arte 3D|N||
Ingeniería de Sistemas|206|2011|1309||T1: Aprendizaje Profundo por Refuerzo|N||
Ingeniería de Sistemas|206|2011|1310||N1: Procesamiento del Lenguaje Natural en Redes Neuronales|N||
Ingeniería de Sistemas|206|2011|1311||M1: Clasificadores Probabilísticos en Aprendizaje Automático|N||
Ingeniería de Sistemas|206|2011|1312|1° cuatrimestre|Programación Software de FPGAs|N||
Ingeniería de Sistemas|206|2011|1313|2° cuatrimestre|Taller de Python y Aplicaciones al Territorio|N|4|
Ingeniería de Sistemas|206|2011|1314|1° cuatrimestre|Programación de Alto Rendimiento en JS|N||
Ingeniería de Sistemas|206|2011|1315||Taller de Lenguajes de Programación|N||
Ingeniería de Sistemas|206|2011|1316||Calidad y Certificación del Proceso del Producto de Software|N||
Ingeniería de Sistemas|206|2011|1317||Administración de Proyectos de Software II|N||
Ingeniería de Sistemas|206|2011|1318||Evaluación Financiera de Proyectos de Software II|N||
Ingeniería de Sistemas|206|2011|1331|2° cuatrimestre|Taller de Ingeniería de Software|N|4|
Ingeniería de Sistemas|206|2011|1332||#MicroDiseño: Diseño Agil Inteligente de Software|N||
Ingeniería de Sistemas|206|2011|1333|2° cuatrimestre|Fundamentos en Diseño Digital sobre FPGAs|N|4|
Ingeniería de Sistemas|206|2011|1334|2° cuatrimestre|Ciudades Inteligentes y Tecnologías Disruptivas|N|4|
Ingeniería de Sistemas|206|2011|1336|2º cuatrimestre|Sistemas Adaptativos en Neurociencia e Inteligencia Computacional|N|4|
Ingeniería de Sistemas|206|2011|1337|2º cuatrimestre|Ciencia de Datos para Ciudades|N|4|
Ingeniería de Sistemas|206|2011|1338|1º cuatrimestre|#MicroDiseño: Diseño Agil Inteligente de Software|N|4|
Ingeniería de Sistemas|206|2011|3044|2° cuatrimestre|Medios de Representación|N|4|
Ingeniería de Sistemas|206|2011|4081|1° cuatrimestre|Electrónica|N|4|
Ingeniería de Sistemas|206|2011|4091||Introducción a la Estadística Bayesiana|N||
Ingeniería de Sistemas|206|2011|4094|2° cuatrimestre|Resolución de Problemas|N|4|
Ingeniería de Sistemas|206|2011|4097|1º cuatrimestre|Productos Tensoriales de Espacios Vectoriales|N|4|
Ingeniería de Sistemas|206|2011|9022||Ciclo de Especialización - Sistemas|S|4|
Ingeniería de Sistemas|206|S95|0001|1º cuatrimestre|Introducción a la Programación I|S|1|
Ingeniería de Sistemas|206|S95|0002|1º cuatrimestre|Análisis Matemático I|S|1|
Ingeniería de Sistemas|206|S95|0003|1º cuatrimestre|Algebra I|S|1|
Ingeniería de Sistemas|206|S95|0004|2º cuatrimestre|Ciencias de la Computación I|S|1|
Ingeniería de Sistemas|206|S95|0005|2º cuatrimestre|Introducción a la Programación II|S|1|
Ingeniería de Sistemas|206|S95|0006|2º cuatrimestre|Geometría y Algebra Lineal|S|1|
Ingeniería de Sistemas|206|S95|0007|2º cuatrimestre|Física General|S|1|
Ingeniería de Sistemas|206|S95|0008|1º cuatrimestre|Ciencias de la Computación II|S|2|
Ingeniería de Sistemas|206|S95|0009|1º cuatrimestre|Análisis y Diseño de Algoritmos I|S|2|
Ingeniería de Sistemas|206|S95|0010|1º cuatrimestre|Introducción a la Arquitectura de Sistemas|S|2|
Ingeniería de Sistemas|206|S95|0011|1º cuatrimestre|Análisis Matemático II|S|2|
Ingeniería de Sistemas|206|S95|0012|1º cuatrimestre|Electricidad y Magnetismo|S|2|
Ingeniería de Sistemas|206|S95|0013|2º cuatrimestre|Análisis y Diseño de Algoritmos II|S|2|
Ingeniería de Sistemas|206|S95|0014|2º cuatrimestre|Comunicación de Datos I|S|2|
Ingeniería de Sistemas|206|S95|0015|2º cuatrimestre|Probabilidades y Estadística|S|2|
Ingeniería de Sistemas|206|S95|0016|2º cuatrimestre|Electrónica Digital|S|2|
Ingeniería de Sistemas|206|S95|0017|2º cuatrimestre|Inglés|S|2|
Ingeniería de Sistemas|206|S95|0018|1º cuatrimestre|Programación Exploratoria|S|3|
Ingeniería de Sistemas|206|S95|0019|1º cuatrimestre|Estructuras de Almacenamiento de Datos|S|3|
Ingeniería de Sistemas|206|S95|0020|1º cuatrimestre|Metodologías de Desarrollo de Software I|S|3|
Ingeniería de Sistemas|206|S95|0021|1º cuatrimestre|Arquitectura de Computadoras I|S|3|
Ingeniería de Sistemas|206|S95|0022|2º cuatrimestre|Programación Orientada a Objetos|S|3|
Ingeniería de Sistemas|206|S95|0023|2º cuatrimestre|Bases de Datos I|S|3|
Ingeniería de Sistemas|206|S95|0024|2º cuatrimestre|Lenguajes de Programación I|S|3|
Ingeniería de Sistemas|206|S95|0025|2º cuatrimestre|Sistemas Operativos I|S|3|
Ingeniería de Sistemas|206|S95|0026|2º cuatrimestre|Investigación Operativa I|S|3|
Ingeniería de Sistemas|206|S95|0027|1º cuatrimestre|Arquitectura de Computadoras y Técnicas Digitales|S|4|
Ingeniería de Sistemas|206|S95|0028|1º cuatrimestre|Teoría de la Información|S|4|
Ingeniería de Sistemas|206|S95|0029|1º cuatrimestre|Comunicación de Datos II|S|4|
Ingeniería de Sistemas|206|S95|0030|1º cuatrimestre|Introducción al Cálculo Diferencial e Integral|S|4|
Ingeniería de Sistemas|206|S95|0031|2º cuatrimestre|Diseño de Sistemas de Software|S|4|
Ingeniería de Sistemas|206|S95|0032|2º cuatrimestre|Diseño de Compiladores I|S|4|
Ingeniería de Sistemas|206|S95|0033|1º cuatrimestre|Ingeniería de Software|S|5|
Ingeniería de Sistemas|206|S95|0163|1° cuatrimestre|Configuración y Mantenimiento de Sistemas Operativos Orientados a Redes I|N|4|
Ingeniería de Sistemas|206|S95|0176|1º cuatrimestre|Formulación y Evaluación de Proyectos|N|4|
Ingeniería de Sistemas|206|S95|0176|2° cuatrimestre|Formulación y Evaluación de Proyectos|N|4|
Ingeniería de Sistemas|206|S95|0205|2º cuatrimestre|Proyecto Final|S|5|
Ingeniería de Sistemas|206|S95|1001|1º cuatrimestre|Arquitecturas de Software Reflexivas|N|4|
Ingeniería de Sistemas|206|S95|1002|1º cuatrimestre|Tópicos Avanzados en Bases de Datos|N|4|
Ingeniería de Sistemas|206|S95|1003|1º cuatrimestre|Procesamiento de Sonido|N|4|
Ingeniería de Sistemas|206|S95|1004|1º cuatrimestre|Procesamiento de Imágenes I|N|4|
Ingeniería de Sistemas|206|S95|1005|1º cuatrimestre|Lenguajes de Programación II|N|4|
Ingeniería de Sistemas|206|S95|1006|1º cuatrimestre|Sistemas Operativos II|N|4|
Ingeniería de Sistemas|206|S95|1007|1º cuatrimestre|Sistemas Distribuidos I|N|4|
Ingeniería de Sistemas|206|S95|1008|1º cuatrimestre|Modelos Dinámicos|N|4|
Ingeniería de Sistemas|206|S95|1009|1º cuatrimestre|Introducción a la Lógica Matemática|N|4|
Ingeniería de Sistemas|206|S95|1010|1º cuatrimestre|Sistemas de Información y Concepción de BDOO|N|4|
Ingeniería de Sistemas|206|S95|1011|1º cuatrimestre|Microeconomía|N|4|
