nombre|carrera|plan|materia|periodo_dictado|nombre_materia|obligatoria|anio_de_cursada|
Ingeniería de Sistemas|206|S95|1012|1º cuatrimestre|Dirección General y Administración I|N|4|
Ingeniería de Sistemas|206|S95|1013|1º cuatrimestre|Evaluación de Proyectos|N|4|
Ingeniería de Sistemas|206|S95|1014|1º cuatrimestre|Modelos y Simulación I|N|4|
Ingeniería de Sistemas|206|S95|1015|1º cuatrimestre|VHDL|N|4|
Ingeniería de Sistemas|206|S95|1016|1º cuatrimestre|Arquitecturas Avanzadas|N|4|
Ingeniería de Sistemas|206|S95|1017|1º cuatrimestre|Dirección General y Administración II|N|4|
Ingeniería de Sistemas|206|S95|1018|1º cuatrimestre|Ingeniería Legal|N|4|
Ingeniería de Sistemas|206|S95|1019|1º cuatrimestre|Sistemas de Gestión y Control de la Producción|N|4|
Ingeniería de Sistemas|206|S95|1020|1º cuatrimestre|Modelos y Simulación II|N|4|
Ingeniería de Sistemas|206|S95|1021|1º cuatrimestre|Proyectos de Informática, Concepción y Desarrollo|N|4|
Ingeniería de Sistemas|206|S95|1022|1º cuatrimestre|Macroeconomía|N|4|
Ingeniería de Sistemas|206|S95|1023|1º cuatrimestre|Tópicos de Inteligencia Artificial Distribuida|N|4|
Ingeniería de Sistemas|206|S95|1024|1º cuatrimestre|Introducción a Arquitecturas de Software|N|4|
Ingeniería de Sistemas|206|S95|1025|1º cuatrimestre|Desarrollo Industrial de Software|N|4|
Ingeniería de Sistemas|206|S95|1026|1º cuatrimestre|Framework Construction Workshop|N|4|
Ingeniería de Sistemas|206|S95|1027|1º cuatrimestre|Metaclass Mechanism - A CLOS Perspective|N|4|
Ingeniería de Sistemas|206|S95|1028|1º cuatrimestre|Multimedia|N|4|
Ingeniería de Sistemas|206|S95|1029|1º cuatrimestre|Criptografía y Aplicaciones en la Internet|N|4|
Ingeniería de Sistemas|206|S95|1030|1º cuatrimestre|Ingeniería de Requerimientos|N|4|
Ingeniería de Sistemas|206|S95|1031|1º cuatrimestre|Tecnologías de Diseño de Interfaces a Usuario|N|4|
Ingeniería de Sistemas|206|S95|1032|1º cuatrimestre|Estereoscopía Digital I|N|4|
Ingeniería de Sistemas|206|S95|1033|1º cuatrimestre|Tópicos de Análisis y Procesamiento de Señales|N|4|
Ingeniería de Sistemas|206|S95|1034|1º cuatrimestre|Arquitecturas TCP/IP|N|4|
Ingeniería de Sistemas|206|S95|1035|1º cuatrimestre|Programación en Internet / El Lenguaje de Programación Java|N|4|
Ingeniería de Sistemas|206|S95|1036|1º cuatrimestre|Matemática Aplicada|N|4|
Ingeniería de Sistemas|206|S95|1037|1º cuatrimestre|Microprogramación|N|4|
Ingeniería de Sistemas|206|S95|1038|1º cuatrimestre|Introducción a las Lógicas y Algebras Modales|N|4|
Ingeniería de Sistemas|206|S95|1039|1º cuatrimestre|Refinement Methods for Programs and Specifications|N|4|
Ingeniería de Sistemas|206|S95|1040|1º cuatrimestre|Sistemas de Razonamiento Computacional|N|4|
Ingeniería de Sistemas|206|S95|1041|1º cuatrimestre|Visualización de Datos de Ingeniería|N|4|
Ingeniería de Sistemas|206|S95|1042|1º cuatrimestre|Simulación de Procesos|N|4|
Ingeniería de Sistemas|206|S95|1043|1º cuatrimestre|Diseño de Compiladores II|N|4|
Ingeniería de Sistemas|206|S95|1044|1º cuatrimestre|Procesos Estocásticos|N|4|
Ingeniería de Sistemas|206|S95|1045|1º cuatrimestre|Control Automático I|N|4|
Ingeniería de Sistemas|206|S95|1046|1º cuatrimestre|Control Automático II|N|4|
Ingeniería de Sistemas|206|S95|1047|1º cuatrimestre|Bases de Datos Avanzadas|N|4|
Ingeniería de Sistemas|206|S95|1048|1º cuatrimestre|Metodologías de Desarrollo de Software II|N|4|
Ingeniería de Sistemas|206|S95|1049|1º cuatrimestre|Modelística Avanzada|N|4|
Ingeniería de Sistemas|206|S95|1050|1º cuatrimestre|Razonamiento Basado en Casos|N|4|
Ingeniería de Sistemas|206|S95|1051|1º cuatrimestre|Sistemas Multi-Agentes|N|4|
Ingeniería de Sistemas|206|S95|1052|1º cuatrimestre|Transformada de Fourier y Wavelets|N|4|
Ingeniería de Sistemas|206|S95|1053|1º cuatrimestre|Visualización Tridemensional|N|4|
Ingeniería de Sistemas|206|S95|1054|1º cuatrimestre|Programación en Lenguaje Ensamblador|N|4|
Ingeniería de Sistemas|206|S95|1055|1º cuatrimestre|Construccióm de Interfaces a Usuario|N|4|
Ingeniería de Sistemas|206|S95|1056|1º cuatrimestre|Inteligencia Artificial|N|4|
Ingeniería de Sistemas|206|S95|1057|1º cuatrimestre|Visualización Computacional de Datos|N|4|
Ingeniería de Sistemas|206|S95|1058|1º cuatrimestre|Sistemas Móviles|N|4|
Ingeniería de Sistemas|206|S95|1059|1º cuatrimestre|Multicast IP|N|4|
Ingeniería de Sistemas|206|S95|1060|1º cuatrimestre|Información Referenciada|N|4|
Ingeniería de Sistemas|206|S95|1061|1º cuatrimestre|Sistemas de Información y Exploración de Información|N|4|
Ingeniería de Sistemas|206|S95|1062|1º cuatrimestre|Agentes Inteligentes|N|4|
Ingeniería de Sistemas|206|S95|1063|1º cuatrimestre|Multi-Agent Systems|N|4|
Ingeniería de Sistemas|206|S95|1064|1º cuatrimestre|Retrieval, Filtering and Classification of Text Documents|N|4|
Ingeniería de Sistemas|206|S95|1065|1º cuatrimestre|Software Architecture in Practice|N|4|
Ingeniería de Sistemas|206|S95|1066|1º cuatrimestre|Modelamiento Conceptual e Ingeniería de Sistemas de Información|N|4|
Ingeniería de Sistemas|206|S95|1067|1º cuatrimestre|Estrategias para la Resolución de Problemas de Satisfaccion de Restricciones|N|4|
Ingeniería de Sistemas|206|S95|1068|1º cuatrimestre|Técnicas de "Programación Hardware":CAD para FPGAs y CPLDs|N|4|
Ingeniería de Sistemas|206|S95|1069|1º cuatrimestre|Modelos Discretos: Matrices y Grafos|N|4|
Ingeniería de Sistemas|206|S95|1070|1º cuatrimestre|Arquitecturas de Sistemas Interactivos|N|4|
Ingeniería de Sistemas|206|S95|1071|1º cuatrimestre|Management de Tecnología|N|4|
Ingeniería de Sistemas|206|S95|1072|1º cuatrimestre|Introducción a la Lógica Modal y Temporal|N|4|
Ingeniería de Sistemas|206|S95|1073|1º cuatrimestre|Introducción a la Visión en Robótica y Modelos Numéricos|N|4|
Ingeniería de Sistemas|206|S95|1074|1º cuatrimestre|Introducción al Data Warehouse, Olap y Data Mining|N|4|
Ingeniería de Sistemas|206|S95|1075|1º cuatrimestre|Algoritmos en Hardware: Lógica Programable y otras opciones VLSI|N|4|
Ingeniería de Sistemas|206|S95|1076|1º cuatrimestre|Diseño de Interfaces|N|4|
Ingeniería de Sistemas|206|S95|1077|1º cuatrimestre|Herramientas de Desarrollo de Aplicaciones en Internet: Comercio Electrónico y Computación Móvil|N|4|
Ingeniería de Sistemas|206|S95|1078|1º cuatrimestre|Introduction to Multi-Agent Systems|N|4|
Ingeniería de Sistemas|206|S95|1079|1º cuatrimestre|Object-Oriented Enterprise and Application Frameworks|N|4|
Ingeniería de Sistemas|206|S95|1080|1º cuatrimestre|Frameworks Orientados a Objetos|N|4|
Ingeniería de Sistemas|206|S95|1081|1º cuatrimestre|Enfoques Reflexivos para Agentes, Aspectos y Patrones de Diseño|N|4|
Ingeniería de Sistemas|206|S95|1082|1º cuatrimestre|Tópicos Avanzados en Comunicación de Datos|N|4|
Ingeniería de Sistemas|206|S95|1083|1º cuatrimestre|Introducción al Data Mining, su Aplicación a la Empresa|N|4|
Ingeniería de Sistemas|206|S95|1084|1º cuatrimestre|Organización e Informatización de Proyectos|N|4|
Ingeniería de Sistemas|206|S95|1085|1º cuatrimestre|Aprendizaje Simbólico de Máquina|N|4|
Ingeniería de Sistemas|206|S95|1086|1º cuatrimestre|Cuadro de Mando Integral|N|4|
Ingeniería de Sistemas|206|S95|1086|2° cuatrimestre|Cuadro de Mando Integral|N|4|
Ingeniería de Sistemas|206|S95|1087|1º cuatrimestre|Diseño de Controladores en Lógica Difusa|N|4|
Ingeniería de Sistemas|206|S95|1088|1º cuatrimestre|Software Design Methods: UML in Action|N|4|
Ingeniería de Sistemas|206|S95|1089|1º cuatrimestre|Herramientas para el Desarrollo de Aplicaciones en Internet: Comercio Electrónico y Computación Movil|N|4|
Ingeniería de Sistemas|206|S95|1090|1º cuatrimestre|Taller de Sistemas Multi-Agentes|N|4|
Ingeniería de Sistemas|206|S95|1090|2° cuatrimestre|Taller de Sistemas Multi-Agentes|N|4|
Ingeniería de Sistemas|206|S95|1091|1º cuatrimestre|Enfoques Reflexivos|N|4|
Ingeniería de Sistemas|206|S95|1092|1º cuatrimestre|ALU en Microprocesadores. Implementación CLD, FSM y FPGA|N|4|
Ingeniería de Sistemas|206|S95|1093|1º cuatrimestre|Desarrollo de Software con UML|N|4|
Ingeniería de Sistemas|206|S95|1094|1º cuatrimestre|Taller de Linux: Programación de Drivers en RTL|N|4|
Ingeniería de Sistemas|206|S95|1095|1º cuatrimestre|Técnicas de Lógica Difusa en Control Automático|N|4|
Ingeniería de Sistemas|206|S95|1096|1º cuatrimestre|Agentes Inteligentes en Internet|N|4|
Ingeniería de Sistemas|206|S95|1097|1º cuatrimestre|Integridad en Bases de Datos|N|4|
Ingeniería de Sistemas|206|S95|1098|1º cuatrimestre|Ingeniería de Requisitos|N|4|
Ingeniería de Sistemas|206|S95|1099|1º cuatrimestre|Tópicos Avanzados en Data Mining|N|4|
Ingeniería de Sistemas|206|S95|1100|1º cuatrimestre|Metodologías para Desarrollo de Agentes  |N|4|
Ingeniería de Sistemas|206|S95|1101|1º cuatrimestre|Taller de UML|N|4|
Ingeniería de Sistemas|206|S95|1102|1º cuatrimestre|Procesamiento de Imágenes II|N|4|
Ingeniería de Sistemas|206|S95|1103|1º cuatrimestre|Sistemas de Información y Control de Marketing|N|4|
Ingeniería de Sistemas|206|S95|1104|1º cuatrimestre|Tecnología Avanzada para el Desarrollo de Aplicaciones Distribuidas|N|4|
Ingeniería de Sistemas|206|S95|1105|1º cuatrimestre|Métodos Relacionales para la Especificación de Software|N|4|
Ingeniería de Sistemas|206|S95|1106|1º cuatrimestre|Introducción al Uso de  VHDL en FPGAs: Entorno de Diseño ISE|N|4|
Ingeniería de Sistemas|206|S95|1107|1º cuatrimestre|Modelado e Integración de Empresas: Principios y Aplicaciones|N|4|
Ingeniería de Sistemas|206|S95|1108|1º cuatrimestre|Sistemas de Tiempo Real|N|4|
Ingeniería de Sistemas|206|S95|1109|1º cuatrimestre|Introducción al Model Checking|N|4|
Ingeniería de Sistemas|206|S95|1110|1º cuatrimestre|Ingeniería de Software de Aplicaciones Web|N|4|
Ingeniería de Sistemas|206|S95|1111|1º cuatrimestre|Decisiones Financieras|N|4|
Ingeniería de Sistemas|206|S95|1112|1º cuatrimestre|Evaluación de Proyectos Informáticos|N|4|
Ingeniería de Sistemas|206|S95|1113|1º cuatrimestre|Introducción a la Gestión del Conocimiento|N|4|
Ingeniería de Sistemas|206|S95|1113|2° cuatrimestre|Introducción a la Gestión del Conocimiento|N|4|
Ingeniería de Sistemas|206|S95|1114|1º cuatrimestre|Introducción a la Teoría y Aplicaciones de Redes Neuronales Artificiales|N|4|
Ingeniería de Sistemas|206|S95|1115|1º cuatrimestre|Análisis y Recuperación de Información|N|4|
Ingeniería de Sistemas|206|S95|1116|1º cuatrimestre|Sistemas de Administración de Recursos Humanos|N|4|
Ingeniería de Sistemas|206|S95|1117|1º cuatrimestre|Performance and Scalability of E-Commerce Systems|N|4|
Ingeniería de Sistemas|206|S95|1118|1º cuatrimestre|Microcontroladores|N|4|
Ingeniería de Sistemas|206|S95|1119|1º cuatrimestre|Agentes Personales|N|4|
Ingeniería de Sistemas|206|S95|1120|1º cuatrimestre|Programación de Hardware: VHDL en FPGAs|N|4|
Ingeniería de Sistemas|206|S95|1121|1º cuatrimestre|Descubrimiento de Conocimiento en Base de Datos|N|4|
Ingeniería de Sistemas|206|S95|1122|1º cuatrimestre|Proyectos Informáticos|N|4|
Ingeniería de Sistemas|206|S95|1123|1º cuatrimestre|Introducción a la Robótica Basada en Comportamientos|N|4|
Ingeniería de Sistemas|206|S95|1124|1º cuatrimestre|Introduction to Answer Set Programming |N|4|
Ingeniería de Sistemas|206|S95|1125|1º cuatrimestre|Visualización Computacional de Datos I|N|4|
Ingeniería de Sistemas|206|S95|1126|1º cuatrimestre|Visualización Computacional de Datos II|N|4|
Ingeniería de Sistemas|206|S95|1127|1º cuatrimestre|Fundamentos Matemáticos de la Visión 3D en Robótica|N|4|
Ingeniería de Sistemas|206|S95|1128|1º cuatrimestre|Desarrollo de Software Orientado a Aspectos|N|4|
Ingeniería de Sistemas|206|S95|1129|1º cuatrimestre|Métodos Agiles para el Desarrollo de Software|N|4|
Ingeniería de Sistemas|206|S95|1129|2° cuatrimestre|Métodos Agiles para el Desarrollo de Software|N|4|
Ingeniería de Sistemas|206|S95|1130|1º cuatrimestre|Software Libre - Código Abierto|N|4|
Ingeniería de Sistemas|206|S95|1131|1º cuatrimestre|Métodos Numéricos|N|4|
Ingeniería de Sistemas|206|S95|1132|1º cuatrimestre|Synthesis of Arithmetic Circuits: FPGA,  ASIC and Embedded Systems|N|4|
Ingeniería de Sistemas|206|S95|1133|1º cuatrimestre|Advance Topics Software Architecture|N|4|
Ingeniería de Sistemas|206|S95|1134|1º cuatrimestre|Interacción Digital entre Aplicaciones|N|4|
Ingeniería de Sistemas|206|S95|1135|1º cuatrimestre|Introducción a las Wavelets|N|4|
Ingeniería de Sistemas|206|S95|1136|1º cuatrimestre|Métodos Formales Livianos|N|4|
Ingeniería de Sistemas|206|S95|1137|1º cuatrimestre|Programming Mobile Device: An Introduction|N|4|
Ingeniería de Sistemas|206|S95|1138|1º cuatrimestre|Introducción a Grid Computing|N|4|
Ingeniería de Sistemas|206|S95|1139|1º cuatrimestre|Current Best Practices in Software Architecture|N|4|
Ingeniería de Sistemas|206|S95|1140|1º cuatrimestre|Introducción a las Redes Neuronales y la Neuro - Programación Dinámica|N|4|
Ingeniería de Sistemas|206|S95|1141|1º cuatrimestre|Bioinformática: Conceptos Básicos y Metodología|N|4|
Ingeniería de Sistemas|206|S95|1142|1º cuatrimestre|Teledetección Satelital Cuantitativa|N|4|
Ingeniería de Sistemas|206|S95|1143|1º cuatrimestre|Visualización Computacional I|N|4|
Ingeniería de Sistemas|206|S95|1144|1º cuatrimestre|Visualización Computacional II|N|4|
Ingeniería de Sistemas|206|S95|1145|1º cuatrimestre|Arquitectura de Software Dirigida por Modelos|N|4|
Ingeniería de Sistemas|206|S95|1146|1º cuatrimestre|Introducción a Human-Computer Interaction|N|4|
Ingeniería de Sistemas|206|S95|1147|1º cuatrimestre|Técnicas y Herramientas para Modelos del Negocio|N|4|
Ingeniería de Sistemas|206|S95|1148|1º cuatrimestre|Taller de Ingeniería de Software|N|4|
Ingeniería de Sistemas|206|S95|1148|2° cuatrimestre|Taller de Ingeniería de Software|N|4|
Ingeniería de Sistemas|206|S95|1149|1º cuatrimestre|Lenguajes de Especificación de Hardware: VHDL para principiantes|N|4|
Ingeniería de Sistemas|206|S95|1150|1º cuatrimestre|Modelos y Simulación para la Gestión Organizacional|N|4|
Ingeniería de Sistemas|206|S95|1151|1º cuatrimestre|Diseño con Lógica Programable: FPGAs, Herramientas EDA y VHDL|N|4|
Ingeniería de Sistemas|206|S95|1152|1º cuatrimestre|Introducción a los Algorítmos de Planning|N|4|
Ingeniería de Sistemas|206|S95|1153|1º cuatrimestre|Ingeniería del Conocimiento|N|4|
Ingeniería de Sistemas|206|S95|1154|1º cuatrimestre|Fundamentos de Knowledge Management|N|4|
Ingeniería de Sistemas|206|S95|1155|1º cuatrimestre|Introducción a Evolución de Sistemas de Software|N|4|
Ingeniería de Sistemas|206|S95|1156|1º cuatrimestre|Taller en Informática de Gestión - Herramientas para la decisión y la acción|N|4|
Ingeniería de Sistemas|206|S95|1157|1º cuatrimestre|Taller de Tiempo Real para Control Robótico|N|4|
Ingeniería de Sistemas|206|S95|1158|1º cuatrimestre|Técnicas Avanzadas de Diseño de Sistemas Digitales|N|4|
Ingeniería de Sistemas|206|S95|1159|1º cuatrimestre|Computación Orientada a Servicios|N|4|
Ingeniería de Sistemas|206|S95|1159|2° cuatrimestre|Computación Orientada a Servicios|N|4|
Ingeniería de Sistemas|206|S95|1160|1º cuatrimestre|Sistemas de Recomendación de Información|N|4|
Ingeniería de Sistemas|206|S95|1162|1º cuatrimestre|Taller de Sistemas de Información Geográfica|N|4|
Ingeniería de Sistemas|206|S95|1163|1º cuatrimestre|Síntesis de Circuitos Aritméticos, FPGA, ASIC, Sistemas Embebidos|N|4|
Ingeniería de Sistemas|206|S95|1164|2° cuatrimestre|Seguridad de Sistemas Informáticos|N|4|
Ingeniería de Sistemas|206|S95|1165|1º cuatrimestre|Taller de Informática de Gestión II - Conocimiento en Acción|N|4|
Ingeniería de Sistemas|206|S95|1165|2° cuatrimestre|Taller de Informática de Gestión II - Conocimiento en Acción|N|4|
Ingeniería de Sistemas|206|S95|1166|1º cuatrimestre|Aprendizaje Colaborativo Soportado por Computadoras|N|4|
Ingeniería de Sistemas|206|S95|1167|1º cuatrimestre|Introducción a Computación Evolutiva|N|4|
Ingeniería de Sistemas|206|S95|1168|1º cuatrimestre|Model Checking|N|4|
Ingeniería de Sistemas|206|S95|1169|1º cuatrimestre|Teledetección: Fundamentos y su aplicación en Sistemas de Información Geográfica (SIG)|N|4|
Ingeniería de Sistemas|206|S95|1170|1º cuatrimestre|Diseño de Interacción Centrado en el Usuario|N|4|
Ingeniería de Sistemas|206|S95|1170|2° cuatrimestre|Diseño de Interacción Centrado en el Usuario|N|4|
Ingeniería de Sistemas|206|S95|1171|1º cuatrimestre|Gestión del Conocimiento|N|4|
Ingeniería de Sistemas|206|S95|1172|1º cuatrimestre|Introducción a los Algorítmos de Planeamiento|N|4|
Ingeniería de Sistemas|206|S95|1172|2° cuatrimestre|Introducción a los Algorítmos de Planeamiento|N|4|
Ingeniería de Sistemas|206|S95|1173|1º cuatrimestre|Introducción a la Navegación Autónoma de Robots|N|4|
Ingeniería de Sistemas|206|S95|1174|1º cuatrimestre|Taller de Microcontroladores|N|4|
Ingeniería de Sistemas|206|S95|1174|2° cuatrimestre|Taller de Microcontroladores|N|4|
Ingeniería de Sistemas|206|S95|1175|1º cuatrimestre|Organización, Integridad e Informatización|N|4|
Ingeniería de Sistemas|206|S95|1176|1º cuatrimestre|Descubrimiento de Conocimiento a partir de Datos|N|4|
Ingeniería de Sistemas|206|S95|1177|1° cuatrimestre|Informática Médica|N|4|
Ingeniería de Sistemas|206|S95|1177|1º cuatrimestre|Informática Médica|N|4|
Ingeniería de Sistemas|206|S95|1178|1º cuatrimestre|Inteligencia de Negocios|N|4|
Ingeniería de Sistemas|206|S95|1178|2° cuatrimestre|Inteligencia de Negocios|N|4|
Ingeniería de Sistemas|206|S95|1179|1º cuatrimestre|Introducción a la Programación de Dispositivos Móviles|N|4|
Ingeniería de Sistemas|206|S95|1179|2° cuatrimestre|Introducción a la Programación de Dispositivos Móviles|N|4|
Ingeniería de Sistemas|206|S95|1180|1º cuatrimestre|Modelado de Datos en el Mundo Real: Teoría vs. Práctica|N|4|
Ingeniería de Sistemas|206|S95|1181|1º cuatrimestre|Técnicas de Ingeniería Inversa en el Contexto de Arquitecturas de Software Dirigidas por Modelos|N|4|
Ingeniería de Sistemas|206|S95|1182|1º cuatrimestre|Trabajo Colaborativo soportado por Computadora|N|4|
Ingeniería de Sistemas|206|S95|1183|1º cuatrimestre|Computación Paralela y Distribuída|N|4|
Ingeniería de Sistemas|206|S95|1184|1º cuatrimestre|Introducción a la Optimización de Restricciones Distribuída|N|4|
Ingeniería de Sistemas|206|S95|1185|1º cuatrimestre|Minería de Redes Sociales|N|4|
Ingeniería de Sistemas|206|S95|1186|1º cuatrimestre|Organización y  Gestión de Empresas|N|4|
Ingeniería de Sistemas|206|S95|1187|1º cuatrimestre|Tópicos de Matemática Computacional|N|4|
