id|carrera|plan|fecha_ingreso|calidad|localidad_nacimiento|colegio_secundario|titulo_secundario
7641|213|2014|08/02/2022|A|TANDIL|INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
7670|205|2004|30/03/2020|P|COMANDANTE NICANOR OTAMENDI|CENTRO EDUCATIVO DIONISIA|BACHILLER EN CIENCIAS NATURALES|
7670|206|2011|30/03/2020|A|COMANDANTE NICANOR OTAMENDI|CENTRO EDUCATIVO DIONISIA|BACHILLER EN CIENCIAS NATURALES|
7679|213|2014|30/03/2020|A|TANDIL|INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
7705|213|2014|30/03/2020|P|TANDIL||Bachiller Modalidad Ciencias Naturales|
7732|206|2011|30/03/2020|A|BOLIVAR|INSTITUTO CERVANTES|HUMANIDADES Y CIENCIAS SOCIALES|
7738|213|2014|30/03/2020|A|TANDIL|INSTITUTO SAGRADA FAMILIA|Bachiller en Economía y Administración|
7756|206|2011|30/03/2020|N|HENDERSON|ESCUELA SECUNDARIA Nº3|Bachiller en Economía y Administración|
7756|213|2014|21/02/2022|A|HENDERSON|ESCUELA SECUNDARIA Nº3|Bachiller en Economía y Administración|
7770|204|2003b|22/09/2020|A|AZUL|INSTITUTO INMACULADA CONCEPCION DIPREGEP Nº 4106|BACHILLER BILINGüE EN CIENCIAS SOCIALES|
7787|206|2011|30/03/2020|A|TANDIL|COLEGIO DE LA SIERRA|MODALIDAD CIENCIAS NATURALES|
7790|213|2014|26/08/2020|P|TRES ARROYOS|ESCUELA TECNICA Nº 1 GRAL. DON JOSE DE SAN MARTINº|TÉCNICO SUPERIOR EN ELECTROMECANICA (7 AÑOS)|
7797|213|2014|30/03/2020|A|ADOLFO GONZALES CHAVES|INSTITUTO INMACULADA CONCEPCION|Bachiller Modalidad Economía y Gestión de las Organizaciones|
7799|213|2014|30/03/2020|A|TRES ARROYOS|ESCUELA DE EDUCACIÓN SECUNDARIA NRO. 2|BACHILLER EN CIENCIAS SOCIALES|
7801|213|2014|30/03/2020|P|BAHIA BLANCA|ESCUELA DE EDUCACIÓN SECUNDARIA NRO. 2|BACHILLER EN CIENCIAS NATURALES|
7810|213|2014|30/03/2020|P|ADOLFO GONZALES CHAVES|INSTITUTO INMACULADA CONCEPCION|Bachiller Modalidad Economía y Gestión de las Organizaciones|
7814|213|2014|30/03/2020|A|MAR DEL PLATA|INSTITUTO SAGRADA FAMILIA|Bachiller Modalidad Economía y Gestión de las Organizaciones|
7836|206|2011|03/04/2020|P|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|BACHILLER Y TÉCNICO EN INFORMATICA|
7836|213|2014|03/04/2020|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|BACHILLER Y TÉCNICO EN INFORMATICA|
7838|206|2011|06/04/2020|A|OLAVARRIA|ESCUELA POLIMODAL Nº 10 JOSE MANUEL ESTRADA|BACHILLER EN CIENCIAS NATURALES|
7855|206|2011|15/08/2020|P|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA||
7857|206|2011|15/10/2020|A|TANDIL|ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO|ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
7888|213|2014|15/07/2020|A|AZUL|ESCUELA POLIMODAL Nº 5 ESTEBAN ECHEVERRIA (EX COLEGIO NAC.)|BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES|
7892|213|2014|15/07/2020|P|Capital Federal|ESCUELA DE EDUCACIÓN SECUNDARIA Nº 10 GRAL JOSE DE SAN MARTIN|BACHILLER EN HUMANIDADES Y CS SOCIALES|
7895|213|2014|19/08/2020|A|TANDIL|COLEGIO NUESTRA TIERRA|BACHILLER EN CIENCIAS NATURALES|
7897|213|2014|11/08/2020|P|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA Nº 11 (EX. CENTRO POLIVALENTE DE ARTE)|BACHILLER CON ORIENTACION EN CERAMICA|
7903|213|2014|18/08/2020|A|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA Nº 11 (EX. CENTRO POLIVALENTE DE ARTE)|ARTE, DISEÑO Y COMUNICACIONES|
7907|213|2014|11/08/2020|P|Capital Federal|ESCUELA DE EDUCACION MEDIA Nº 1 GRAL JOSE DE SAN MARTIN|BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
7940|205|2004|25/09/2020|P||||
7944|206|2011|27/02/2021|A|Pereira|ESCUELA SECUNDARIA TECNICA N°5 JUAN DOMINGO PERON|BACHILLER ADMINISTRATIVO C/ESP. EN ADMINISTRACION CONTABLE|
7945|206|2011|27/02/2021|N|TANDIL|ESCUELA DE EDUCACION SECUNDARIA Nº18|BACHILLER CON ORIENTACION EN COMUNICACION|
7945|213|2014|27/02/2021|A|TANDIL|ESCUELA DE EDUCACION SECUNDARIA Nº18|BACHILLER CON ORIENTACION EN COMUNICACION|
7963|206|2011|27/02/2021|A|MAR DEL PLATA|COLEGIO NACIONAL DR. ARTURO ILLIA||
7982|206|2011|16/03/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA||
8005|213|2014|27/02/2021|P|CACHARI||Bachiller en Bienes y Servicios|
8017|206|2011|11/03/2021|A|BRAGADO|ESCUELA POLIMODAL Nº 4|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
8050|206|2011|16/03/2021|A|TANDIL|ESCUELA TECNICA Nº2 ING. FELIPE SENILLOSA|TÉCNICO MAESTRO MAYOR DE OBRAS|
8056|206|2011|16/03/2021|A|NECOCHEA|||
8067|206|2011|04/03/2021|A|OLAVARRIA|ESCUELA DE EDUCACION TECNICA NRO.2 LUCIANO FORTABAT|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
8072|206|2011|27/02/2021|A|MARIA IGNACIA|ESCUELA SECUNDARIA Nº5 SARGENTO CABRAL||
8077|206|2011|11/03/2021|A|TANDIL|COLEGIO DE LA SIERRA||
8117|213|2014|27/02/2021|A|OLAVARRIA|INSTITUTO DE ESTUDIOS A DISTANCIA|BACHILLER|
8147|213|2014|16/03/2021|A|OLAVARRIA|ESCUELA TECNICA Nº 2 VICENTE PEREDA|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
8159|213|2014|16/03/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|Técnico en Informática Personal y Profesional|
8174|206|2011|16/03/2021|P|Capital Federal|ESCUELA TECNICA Nº 3 DOMINGO F SARMIENTO|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
8176|206|2011|27/02/2021|P|TANDIL|ESCUELA POLIMODAL NRO. 11 ALTE. GUILLERMO BROWN|BACHILLER NACIONAL|
8180|206|2011|27/02/2021|P|TANDIL|ESCUELA NACIONAL DE COMERCIO FUERTE DE LA INDEPENDENCIA|BACHILLER EN CIENCIAS NATURALES|
8187|213|2014|16/03/2021|A|TANDIL|||
8198|213|2014|27/02/2021|P|OLAVARRIA|||
8205|213|2014|27/02/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA||
8252|213|2014|25/03/2021|P|SAN MARTIN|ESCUELA POLIMODAL Nº 12 EDUADO WILDE|BACHILLER EN GESTION Y ADMINISTRACION|
8275|213|2014|25/03/2021|A|NECOCHEA|ESCUELA NORMAL SUPERIOR JOSE MANUEL ESTRADA                                                         |Bachiller Modalidad Ciencias Naturales|
8286|213|2014|25/03/2021|A|TANDIL|ESCUELA NACIONAL DE COMERCIO FUERTE INDEPENDENCIA||
8290|213|2014|25/03/2021|P|OLAVARRIA|||
8291|213|2014|25/03/2021|P|OLAVARRIA|ESCUELA DE EDUCACION TECNICA NRO.2 LUCIANO FORTABAT||
8297|213|2014|25/03/2021|P|TANDIL|ESCUELA TECNICA Nº2 ING. FELIPE SENILLOSA||
8308|206|2011|25/03/2021|A|LOMAS DE ZAMORA|ESCUELA SECUNDARIA Nº1 FRANCISCO N DE LAPRIDA|MODALIDAD CIENCIAS NATURALES|
8311|206|2011|25/03/2021|A|BENITO JUAREZ|ESCUELA TECNICA Nº 1 REPUBLICA DE MEXICO|TÉCNICO MECANICO|
8311|213|2014|25/03/2021|A|BENITO JUAREZ|ESCUELA TECNICA Nº 1 REPUBLICA DE MEXICO|TÉCNICO MECANICO|
8317|213|2014|25/03/2021|P|TRES ARROYOS|ESCUELA DE EDUCACION MEDIA N°1                                                                      |Bachiller Modalidad Ciencias Naturales|
8319|206|2011|25/03/2021|A|TRENQUE LAUQUEN|INSTITUTO MIGUEL DI GERONIMO||
8332|204|2003b|25/03/2021|A|TANDIL|ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL||
8337|206|2011|25/03/2021|A|MAR DEL PLATA|||
8345|213|2014|25/03/2021|A|OLAVARRIA|INSTITUTO SAN ANTONIO DE PADUA|Bachiller en Economía y Administración|
8375|213|2014|25/03/2021|P|OLAVARRIA|ESCUELA NACIONAL DE COMERCIO CORONEL ALVARO BARROS|Bachiller en economía y administración|
8389|206|2011|25/03/2021|A|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA Nº 11 (EX. CENTRO POLIVALENTE DE ARTE)|BACHILLER ARTIST. MUSICAL ESP.EN INSTRUMENTO Y CORO|
8394|206|2011|25/03/2021|A|ADOLFO GONZALES CHAVES|INSTITUTO INMACULADA CONCEPCION|TÉCNICO EN GESTION ECONOMICA, JURIDICA Y CONTABLE|
8411|204|2003b|25/03/2021|A|LAS FLORES|||
8430|213|2014|25/03/2021|P|OLAVARRIA|ESCUELA DE EDUCACION MEDIA NRO. 6 CORONEL OLAVARRIA|BACHILLER EN CIENCIAS NATURALES|
8447|209|2006b|25/03/2021|A|TANDIL||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
8455|206|2011|25/03/2021|A|MAR DEL PLATA|ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 CARMELO SANCHEZ|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
8459|213|2014|25/03/2021|P|TRES ARROYOS|INSTITUTO JESUS ADOLESCENTE|BACHILLER EN CIENCIAS NATURALES|
8460|213|2014|25/03/2021|A|OLAVARRIA|ESCUELA NORMAL NACIONAL  SUPERIOR JOSE MANUEL ESTRADA|BACHILLER EN CIENCIAS SOCIALES|
8462|201|2004b|25/03/2021|P|MAR DEL PLATA|||
8465|213|2014|25/03/2021|A|TANDIL|||
8476|213|2014|25/03/2021|A|TANDIL||ARTE, DISEÑO Y COMUNICACIONES|
8481|213|2014|25/03/2021|P|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA N° 2 ING. FELIPE SENILLOSA|TÉCNICO ELECTROMECANICO|
8482|206|2011|25/03/2021|A|NECOCHEA|ESCUELA TECNICA Nº 3||
8490|206|2011|25/03/2021|P|TANDIL|COLEGIO ESTRELLA DE BELEN||
8491|213|2014|25/03/2021|P|DUDIGNAC|ESCUELA DE EDUCACION SECUNDARIA NRO. 8|Bachiller en economía y administración|
8493|213|2014|25/03/2021|A|USHUAIA|INSTITUTO SALESIANO SAN JOSE(POLIMODAL)|BACHILLER EN CIENCIAS NATURALES|
8521|213|2014|25/03/2021|A|TANDIL|PRIV. INSTITUTO JUAN XXIII|TECNICO EN ELECTRONICA|
8545|206|2011|29/03/2021|A|NECOCHEA|ESCUELA  DE EDUCACION TECNICA NRO.3|BACHILLER EN CIENCIAS NATURALES|
8557|206|2011|09/04/2021|A|NECOCHEA|ESCUELA TECNICA Nº 3|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
8562|206|2011|09/04/2021|A|NECOCHEA|ESCUELA  DE EDUCACION TECNICA NRO.3|TÉCNICO|
8562|213|2014|22/02/2022|A|NECOCHEA|ESCUELA  DE EDUCACION TECNICA NRO.3|TÉCNICO|
8563|206|2011|09/04/2021|A|NECOCHEA|ESCUELA TECNICA Nº 3|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
8564|206|2011|09/04/2021|P|NECOCHEA|ESCUELA  DE EDUCACION TECNICA NRO.3|Técnico en Informática Personal y Profesional|
8565|206|2011|09/04/2021|N|QUEQUEN|ESCUELA TECNICA Nº 3|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
8574|206|2011|09/04/2021|P|NECOCHEA|||
8597|206|2011|27/07/2021|A|LOS TOLDOS|ESCUELA TECNICA Nº1 EJERCITO ARGENTINO|Técnico en Electromecánica|
8610|213|2014|27/07/2021|A|SANTIAGO DEL ESTERO|PAULA ALBARRACIN DE SARMIENTO|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
8616|213|2014|27/07/2021|P|QUEQUEN|ESCUELA POLIMODAL Nº 3 MALVINAS ARGENTINAS|BACHILLER EN CIENCIAS NATURALES|
8629|213|2014|27/07/2021|A|BOLIVAR|INSTITUTO JESUS SACRAMENTADO|BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS|
8630|213|2014|27/07/2021|A|TANDIL|ESCUELA NACIONAL ERNESTO SABATO|BACHILLER EN ARTES|
8631|206|2011|27/07/2021|P|RAUCH|INSTITUTO SECUNDARIO DE RAUCH|BACHILLER EN CIENCIAS NATURALES|
8631|213|2014|26/08/2021|A|RAUCH|INSTITUTO SECUNDARIO DE RAUCH|BACHILLER EN CIENCIAS NATURALES|
8663|213|2014|27/07/2021|A|NECOCHEA|ESCUELA DE EDUCACION MEDIA N° 7                                                                     |PERITO MERCANTIL O BACH. COMERCIAL|
8666|206|2011|27/07/2021|P|NECOCHEA|ESCUELA MODELO ARGENTINA|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
8666|213|2014|27/07/2021|P|NECOCHEA|ESCUELA MODELO ARGENTINA|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
8681|201|2004b|28/07/2021|P||||
8706|206|2011|07/02/2022|P|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|BACHILLER Y AUXILIAR TÉCNICO EN SISTEMAS C/O. SISTEMAS|
8706|213|2014|07/02/2022|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|BACHILLER Y AUXILIAR TÉCNICO EN SISTEMAS C/O. SISTEMAS|
8709|213|2014|07/02/2022|A|TANDIL|ESCUELA MEDIA Nº 8|ARTE, DISEÑO Y COMUNICACIONES|
8732|213|2014|07/02/2022|A|25 DE MAYO|||
8743|213|2014|07/02/2022|A|TANDIL|COLEGIO SAN JOSÉ|HUMANIDADES Y CIENCIAS SOCIALES|
8746|206|2011|07/02/2022|A|TANDIL|||
8760|206|2011|07/02/2022|A|AZUL|INSTITUTO SAGRADA FAMILIA||
8763|206|2011|07/02/2022|A|TANDIL|COLEGIO SAN JOSÉ|BACHILLER EN HUMANIDADES Y CS SOCIALES|
8765|206|2011|07/02/2022|A|AZUL|INSTITUTO INMACULADA CONCEPCION DIPREGEP Nº 4106||
8772|206|2011|07/02/2022|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
8790|206|2011|07/02/2022|A|OLAVARRIA|ESCUELA CRISTIANA EVANGELICA|HUMANIDADES Y CIENCIAS SOCIALES|
8791|213|2014|07/02/2022|A|TANDIL|ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA||
8799|213|2014|07/02/2022|A|TANDIL|COLEGIO SAN JOSÉ|HUMANIDADES Y CIENCIAS SOCIALES|
8803|213|2014|07/02/2022|A|TANDIL|ESCUELA DE EDUCACION MEDIA N° 8 "FUERTE DE LA INDEPENDENCIA"                                        ||
8806|206|2011|07/02/2022|A|TANDIL|COLEGIO NUESTRA TIERRA||
8829|213|2014|07/02/2022|A|TANDIL|ESCUELA POLIMODAL Nº 10 GRAL JOSE DE SAN MARTIN|NIVEL POLIMODAL - MODALIDAD CIENCIAS NATURALES|
8857|206|2011|07/02/2022|A|DAIREAUX|ESCUELA TECNICA Nº 1 CEFERINO NAMUNCURA|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
8866|213|2014|07/02/2022|A|NECOCHEA|COLEGIO NACIONAL JOSE MANUEL ESTRADA|BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
8871|206|2011|07/02/2022|A|TANDIL|COLEGIO DE LA SIERRA|BACHILLER EN CIENCIAS NATURALES|
8896|213|2014|07/02/2022|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA||
8913|217|2019|07/02/2022|A|BENITO JUAREZ|||
8940|213|2014|07/02/2022|A|TANDIL|COLEGIO SAN JOSE|BACHILLER EN CIENCIAS SOCIALES|
8947|206|2011|07/02/2022|A|BENITO JUAREZ|ESCUELA TECNICA Nº 1 REPUBLICA DE MEXICO|TÉCNICO ELECTROMECANICO|
8963|206|2011|21/02/2022|A|OLAVARRIA|ESCUELA NACIONAL ADOLFO PEREZ ESQUIVEL|Bachiller en Economía y Administración|
8974|213|2014|21/02/2022|A|LAS FLORES|ESCUELA NORMAL NACIONAL SUPERIOR GRAL. JOSÉ DE SAN MARTÍN|BACHILLER COMUN|
9001|211|2004|07/03/2022|A|JUNIN|ESCUELA POLIMODAL Nº 9 EXPEDICIONARIO AL DESIERTO|BACHILLER EN CIENCIAS NATURALES|
9007|213|2014|07/03/2022|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|BACHILLER|
9011|213|2014|07/03/2022|A|TANDIL|ESCUELA DE EDUCACION MEDIA NRO.5 ESTEBAN ECHEVERRIA (EX COLEGIO NACIONAL)|BACHILLER CON ORIENTACION ADMINISTRACION EMPRESAS|
9016|211|2004|08/03/2022|A|CALETA OLIVIA|||
9034|211|2004|15/03/2022|A|ELENA|INSTITUTO PRIVADO CARLOS GUIDO SPANO|PERITO MERCANTIL|
9039|211|2004|15/03/2022|A|LA BANDA|ESCUELA NORMAL JOSE BENJAMIN GOROSTIAGA|BACHILLER CON ORIENTACION PEDAGOGICA|
9051|211|2004|17/03/2022|A|AZUL|INSTITUTO DR PEDRO DIAZ PUMARA|ARTE, DISEÑO Y COMUNICACIONES|
9067|213|2014|18/03/2022|A|MAR DEL PLATA|ESCUELA MEDIA Nº 3|BACHILLER EN CIENCIAS NATURALES|
9071|206|2011|21/03/2022|A|BENITO JUAREZ|ESCUELA TECNICA Nº 1 REPUBLICA DE MEXICO|TÉCNICO ELECTROMECANICO|
9077|213|2014|21/03/2022|A|TRES ARROYOS|INSTITUTO DE ESTUDIO SUPERIORES EATA|BACHILLER AGRARIO|
9096|204|2003b|21/03/2022|A|GREGORIO DE LAFERRERE|INSTITUTO SAINT EXUPERY||
9108|206|2011|21/03/2022|A|TANDIL|ESCUELA DE EDUCACION MEDIA N°10 GRAL. JOSE DE SAN MARTIN                                            |HUMANIDADES Y CIENCIAS SOCIALES|
9109|213|2014|21/03/2022|A|TANDIL|||
9111|213|2014|21/03/2022|A|TANDIL|ESCUELA DE EDUCACION MEDIA N° 8 "FUERTE DE LA INDEPENDENCIA"                                        |BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
9116|201|2004b|21/03/2022|A|BOLIVAR|ESCUELA NACIONAL NORMAL SUPERIOR ´GRAL. DON JOSE DE SAN MARTIN´|ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
9118|213|2014|21/03/2022|A|ADOLFO GONZALES CHAVES|INSTITUTO INMACULADA CONCEPCION|Bachiller en economía y administración|
9127|213|2014|21/03/2022|A|RAUCH|INSTITUTO INMACULADA CONCEPCION||
9131|206|2011|21/03/2022|A|TANDIL|||
9171|213|2014|21/03/2022|A|TANDIL|ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO|BACHILLER CON ESPECIALIZACION EN CIENCIAS ECONOMICAS|
9183|204|2003b|21/03/2022|A||||
9194|206|2011|21/03/2022|A|TANDIL|ESCUELA DE EDUCACIÓN TÉCNICA Nº 3 DR. NORBERTO PINEYRO|TÉCNICO EN TECNOLOGIA DE ALIMENTOS|
9204|213|2014|21/03/2022|A|OLAVARRIA|COLEGIO NUESTRA SEÑORA DEL ROSARIO|HUMANIDADES Y CIENCIAS SOCIALES|
9248|206|2011|21/03/2022|A|TANDIL|COLEGIO SAN JOSÉ|BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES Y HUMANAS|
9271|213|2014|21/03/2022|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|PRODUCCIÓN DE BIENES Y SERVICIOS|
9275|213|2014|21/03/2022|A|OLAVARRIA|INSTITUTO MONS. CESAR CANEVA|Bachiller en Economía y Administración|
9281|217|2019|21/03/2022|A|TANDIL|COLEGIO SAN JOSÉ|BACHILLER EN CIENCIAS ECONOMICAS|
9286|213|2014|21/03/2022|A|TANDIL|ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA|Técnico en Informática Personal y Profesional|
9287|213|2014|21/03/2022|A|SUIPACHA|INSTITUTO PRIVADO SAN LUIS GONZAGA|BACHILLER EN ADMINISTRACION|
9302|211|2004|23/03/2022|A|Capital Federal|INSTITUTO NUESTRA SEÑORA DEL VALLE|HUMANIDADES: CIENCIAS SOCIALES|
9307|211|2004|23/03/2022|A|SAN MIGUEL DE TUCUMAN|ESCUELA NORMAL SUPERIOR EN LENGUAS VIVAS JUAN BAUTISTA ALBERDI|Bachiller Pedagógico|
9312|211|2004|23/03/2022|A|SAN MIGUEL DE TUCUMAN|COLEGIO INSTITUTO INMACULADA CONCEPCION|ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
9321|206|2011|23/03/2022|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
9340|213|2014|07/04/2022|A|TRES ARROYOS|ESCUELA SECUNDARIA Nº1 PROF. NESTOR SANTIAGO RODRIGUEZ|Nivel Polimodal - Modalidad: Humanidades y Ciencias Sociales|
2703|206|S95|12/04/2002|E|MAR DEL PLATA|ESCUELA TECNICA Nº 2|TÉCNICO EN ELECTRÓNICA|
2710|206|S95|12/04/2002|P|TRES ARROYOS|ESCUELA DE COMERCIO NICOLAS ECHEZARRETA|PERITO MERCANTIL|
2712|206|S95|12/04/2002|N|MAR DEL PLATA|ESCUELA NACIONAL DE COMERCIO NOCTURNA DOCTOR SANTIAGO SEGUNDO CORTINEZ|BACHILLER CON ORIENTACION HUMANISTICO SOCIAL|
2718|206|S95|22/04/2002|P|MAR DEL PLATA|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER|
2737|206|S95|23/04/2002|E|AZUL|NUESTRA SEÑORA DE FATIMA|BACHILLER CON ORIENTACION EN COMPUTACION|
2738|201|2004|23/04/2002|E|BALCARCE|GRAL. M. S. BELGRANO|TÉCNICO|
2738|211|2004|29/05/2012|A|BALCARCE|GRAL. M. S. BELGRANO|TÉCNICO|
2764|206|S95|23/04/2002|E|NECOCHEA|NUESTRA SRA. DE LOS DESAMPARADOS|TÉCNICO EN COMPUTACION|
2743|206|S95|23/04/2002|E||SANTA MARIA|TÉCNICO ELECTROMECANICO|
2739|206|S95|24/04/2002|E|TANDIL|COLEGIO SAN JOSÉ|Bachiller Modalidad Economía y Gestión de las Organizaciones|
2756|206|S95|24/04/2002|P||ESCUELA NACIONAL DE COMERCIO NOCTURNA DOCTOR SANTIAGO SEGUNDO CORTINEZ|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
2775|206|S95|25/04/2002|P|SAN MARTIN|COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA||
2800|206|S95|26/04/2002|N|ADOLFO GONZALES CHAVES|ESCUELA NORMAL SUPERIOR SARMIENTO|BACHILLER|
2809|206|S95|26/04/2002|P|TANDIL| 9 DE JULIO CORDOBA 3271|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
2816|206|S95|29/04/2002|P|AZUL|4 039 CRUZ DE PIEDRA|BACHILLER CON ORIENTACION EN COMPUTACION|
2826|206|S95|29/04/2002|P|MAR DEL PLATA|EL TRANSITO DE NUESTRA SEÑORA|BACHILLER CON ORIENTACION EN CIENCIAS HUMANAS|
2829|206|S95|29/04/2002|P|SAN MIGUEL|MONS. AMERICO ORZALI|TÉCNICO|
2835|206|S95|30/04/2002|P|MAR DEL PLATA|SANTA MARIA|TÉCNICO ELECTROMECANICO|
2846|206|S95|30/04/2002|P|PEHUAJO|ESCUELA 4-084 LIBERTADOR SIMÓN BOLIVAR|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
2869|206|S95|15/04/2002|P|MAR DEL PLATA|SAN PABLO|BACHILLER|
2872|206|S95|15/04/2002|P|MAR DEL PLATA|ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO|TÉCNICO EN COMPUTACION|
2880|206|S95|15/04/2002|E|TANDIL|MONS. AMERICO ORZALI|TÉCNICO ELECTROMECANICO|
2880|208|2010|14/02/2011|P|TANDIL|MONS. AMERICO ORZALI|TÉCNICO ELECTROMECANICO|
2881|206|S95|15/04/2002|E|GENERAL PIRAN|SANTA ROSA DE LIMA|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
2892|206|S95|16/04/2002|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CONTABLE|
2911|206|S95|17/04/2002|P|PEHUAJO|AGROINDUSTRIAL 25 DE MAYO|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
2927|206|S95|17/04/2002|P|MAR DEL PLATA|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
2934|206|S95|18/04/2002|P|TANDIL|MONS. AMERICO ORZALI|TÉCNICO ELECTROMECANICO|
2948|206|S95|18/04/2002|P|AZUL|E.P.E.T. Nº1 ING. ROGELIO BOERO|BACHILLER|
2949|206|S95|18/04/2002|N|BOLIVAR|ESCUELA SECUNDARIA NRO. 7|ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
2949|213|2014|03/04/2018|P|BOLIVAR|ESCUELA SECUNDARIA NRO. 7|ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
2968|206|S95|24/04/2002|P|MAR DEL PLATA|ESCUELA NACIONAL DE COMERCIO NOCTURNA DOCTOR SANTIAGO SEGUNDO CORTINEZ|PERITO MERCANTIL|
2975|206|S95|30/04/2002|P|MAR DEL PLATA|ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO|TÉCNICO|
2975|212|2007|20/12/2007|P|MAR DEL PLATA|ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO|TÉCNICO|
2978|206|S95|30/04/2002|N|TANDIL|COLEGIO INMACULADA|TÉCNICO|
2979|206|S95|30/04/2002|P|TANDIL|MONS. AMERICO ORZALI|TÉCNICO|
2983|206|S95|30/04/2002|P|TRES ARROYOS|LICEO PAULA ALBARRACIN DE SARMIENTO||
2985|206|S95|30/04/2002|P|BALCARCE|INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS|BACHILLER|
2992|206|S95|30/04/2002|P|MAR DEL PLATA|ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO||
